Q20051142,Q81753
Q32066207,Q183
Q30736653,Q1202
Q30628652,Q263773
Q1377593,Q588575
Q31314457,Q508246
Q33418577,Q980
Q31916531,Q632504
Q34851521,Q1198
Q32174776,Q1199
Q30724552,Q623367
Q1548681,Q1202
Q1534383,Q3978
Q1722115,Q10491
Q31300311,Q539118
Q32297148,Q684291
Q19963321,Q10523
Q31329201,Q516330
Q32228140,Q1194
Q31951619,Q569077
Q569077,Q8585
Q30601218,Q985
Q320703,Q1295
Q30714957,Q1197
Q886268,Q311539
Q1382196,Q32143329
Q30707861,Q504334
Q30810986,Q549971
Q1531652,Q33728299
Q30786265,Q1208
Q31291804,Q570286
Q2203937,Q31920486
Q30669809,Q539839
Q32534782,Q1200
Q33155935,Q1208
Q35458812,Q1205
Q1744372,Q1194
Q5566204,Q3905
Q32058815,Q10421
Q14808,Q32208356
Q1224491,Q253419
Q31334803,Q31911794
Q25158480,Q519974
Q32751020,Q1202
Q31986604,Q980
Q23959707,Q1197
Q257737,Q980
Q32243849,Q1202
Q30782473,Q633608
Q2560171,Q558494
Q32065752,Q1194
Q30764678,Q7861
Q2108718,Q31881424
Q2538325,Q506838
Q30796146,Q569791
Q153664,Q1017
Q31534296,Q199094
Q31987751,Q556602
Q31995025,Q515583
Q30770088,Q5014
Q31313184,Q503244
Q2711382,Q8552
Q1673797,Q32414237
Q74070577,Q585385
Q31307002,Q32367350
Q30641279,Q508895
Q508895,Q10458
Q1538267,Q622891
Q31515556,Q10402
Q30650914,Q243206
Q32060525,Q32421380
Q19288086,Q32027462
Q31322298,Q1196
Q58090019,Q985
Q33395072,Q1194
Q30720521,Q7858
Q30712284,Q634132
Q31325736,Q303753
Q33381930,Q1200
Q1375879,Q32204983
Q1018905,Q32086375
Q32056455,Q1198
Q1585853,Q10929
Q30664532,Q10458
Q30783066,Q502478
Q31921209,Q685244
Q685244,Q8569
Q31353612,Q7858
Q32065938,Q31924019
Q33379694,Q980
Q2565341,Q302492
Q30766385,Q334678
Q31293832,Q490066
Q56655780,Q31886460
Q30603208,Q1199
Q830614,Q1199
Q31302422,Q32749921
Q32032870,Q32255425
Q700559,Q537196
Q41516300,Q254774
Q1346182,Q980
Q33374938,Q1199
Q2356533,Q32510469
Q31340580,Q16107
Q30774519,Q560972
Q30620271,Q7166
Q31926098,Q636528
Q30717804,Q32751403
Q30725554,Q8580
Q891414,Q31917803
Q49292750,Q10444
Q1808629,Q14876
Q31324875,Q32055871
Q33403166,Q1208
Q31917089,Q1197
Q33397353,Q1197
Q2204038,Q32758817
Q160537,Q2667022
Q11780340,Q183
Q11955605,Q32051501
Q33388108,Q1200
Q1931195,Q516599
Q632121,Q2967
Q30678867,Q621222
Q31346461,Q622576
Q30501742,Q506651
Q1439677,Q522992
Q660966,Q32066269
Q30680479,Q31897743
Q1250800,Q1718
Q14865340,Q1202
Q31549013,Q57933
Q32285233,Q242320
Q30698075,Q502681
Q31325190,Q2514636
Q32065490,Q659844
Q30505363,Q1198
Q63051864,Q571947
Q1508708,Q32223350
Q32242932,Q1199
Q31337248,Q32063717
Q25731,Q10497
Q1747016,Q559624
Q33417331,Q980
Q1474170,Q183
Q35289700,Q1194
Q35456968,Q1205
Q910151,Q1196
Q15837242,Q32086252
Q454887,Q2905
Q33403020,Q980
Q1704010,Q16146
Q1576244,Q544699
Q541313,Q64
Q876271,Q985
Q30704582,Q679939
Q31525859,Q10523
Q32482722,Q1202
Q32019242,Q624872
Q758699,Q32139010
Q61637,Q8198
Q2009102,Q6961
Q31297874,Q31871478
Q31310258,Q632838
Q2473635,Q3949
Q1149379,Q980
Q31292043,Q16060
Q31310075,Q10414
Q31296619,Q253472
Q31306360,Q628406
Q49620335,Q1196
Q698006,Q529853
Q33417488,Q980
Q1771981,Q552554
Q828452,Q183
Q32068073,Q1198
Q49630702,Q1197
Q30655079,Q701320
Q162605,Q502548
Q515163,Q32163608
Q30711046,Q11119
Q31338310,Q569671
Q765875,Q1194
Q518275,Q694755
Q30724432,Q569625
Q1438221,Q10451
Q64624157,Q565908
Q89882211,Q6040
Q605531,Q32063106
Q1660067,Q31976703
Q589503,Q10461
Q1497615,Q635806
Q17353910,Q504762
Q30632969,Q635365
Q1947767,Q2948
Q1600,Q32051501
Q33438376,Q32503521
Q44052318,Q3917
Q328856,Q1208
Q30800180,Q1196
Q560919,Q3003
Q1675322,Q1199
Q571940,Q2967
Q701658,Q183
Q2581774,Q8606
Q30702319,Q10459
Q32093270,Q554896
Q991902,Q4181
Q31975332,Q1199
Q507581,Q32060380
Q32053561,Q1197
Q1491454,Q1197
Q30782806,Q278312
Q31952999,Q980
Q1918169,Q71154
Q21584749,Q10929
Q31998740,Q505920
Q896656,Q980
Q30795155,Q638318
Q30637162,Q564743
Q1649984,Q3936
Q33392493,Q1202
Q2596720,Q10952
Q31333118,Q10420
Q34861366,Q1206
Q31330079,Q649782
Q30500663,Q4181
Q32059133,Q980
Q31337458,Q242195
Q2541830,Q32128263
Q31305602,Q624070
Q574269,Q32419851
Q656939,Q8580
Q205997,Q506584
Q31999074,Q515875
Q515875,Q8522
Q32244616,Q1197
Q31313679,Q32569184
Q31309666,Q7878
Q818655,Q8580
Q1588627,Q32741874
Q928761,Q622463
Q895542,Q461883
Q1157653,Q32752603
Q31520083,Q504634
Q323541,Q1718
Q30808342,Q1208
Q34917799,Q1197
Q30704057,Q32096306
Q9378603,Q8198
Q49292424,Q81320
Q32269557,Q1197
Q32065663,Q1208
Q7626036,Q694316
Q49289357,Q565921
Q30663937,Q552689
Q31345307,Q556855
Q49291436,Q630594
Q32053514,Q1197
Q30700070,Q10976
Q32510096,Q1209
Q31303437,Q549971
Q30621072,Q8575
Q32421018,Q1196
Q56216705,Q980
Q31334312,Q450697
Q13188675,Q32063320
Q5643582,Q542824
Q24652596,Q32092337
Q30723075,Q6780
Q2540985,Q10489
Q33390169,Q1199
Q964615,Q10471
Q32500631,Q183
Q30779677,Q514885
Q31975261,Q1208
Q31536859,Q14896
Q1585394,Q32066068
Q33403425,Q985
Q628876,Q442875
Q706056,Q6068
Q32068330,Q204041
Q1011735,Q10445
Q23560316,Q671322
Q27670366,Q980
Q31304254,Q10414
Q32095436,Q181981
Q452493,Q628118
Q31899112,Q980
Q32059905,Q2967
Q33402048,Q1202
Q759776,Q10453
Q31547383,Q10466
Q822942,Q32722322
Q32065700,Q1196
Q757920,Q515958
Q31920759,Q53777
Q32100771,Q1197
Q31313880,Q634819
Q31322585,Q552797
Q1500592,Q8225
Q31313209,Q31897053
Q31359838,Q18998
Q32066495,Q1198
Q33393197,Q985
Q833482,Q10551
Q32282839,Q559192
Q559192,Q2941
Q31910985,Q1199
Q31337556,Q8583
Q1628872,Q3978
Q32056256,Q985
Q320345,Q153779
Q30775996,Q627073
Q32210483,Q1194
Q1788573,Q57851
Q31294278,Q8575
Q32063218,Q57903
Q1795296,Q32121022
Q31318778,Q242149
Q32026396,Q8569
Q34900675,Q1198
Q31359013,Q3933
Q32013305,Q1205
Q1531497,Q4048
Q30648082,Q556773
Q31316593,Q71076
Q31300234,Q598058
Q811255,Q1206
Q31323412,Q622139
Q32063719,Q656604
Q30715094,Q623861
Q33224496,Q32178835
Q18289115,Q20253
Q1446244,Q241235
Q32474489,Q1196
Q256209,Q251136
Q30756760,Q1200
Q31360858,Q53755
Q1027191,Q5632
Q831535,Q980
Q2563757,Q1198
Q30667463,Q32210732
Q30658196,Q5645
Q30782655,Q32048586
Q31319564,Q32266987
Q31514155,Q10483
Q31951216,Q1197
Q32058873,Q1208
Q31918211,Q1208
Q30502760,Q1196
Q1786346,Q81739
Q56009101,Q2758
Q19965163,Q980
Q31311442,Q625914
Q1442717,Q573514
Q1805061,Q82724
Q33394871,Q980
Q1310867,Q14954
Q32765416,Q980
Q2519680,Q10456
Q30654962,Q32283504
Q2175485,Q489059
Q30504531,Q7166
Q31529489,Q256547
Q2126728,Q10434
Q32063912,Q980
Q33417683,Q980
Q30636970,Q679374
Q49816686,Q980
Q31935406,Q32121022
Q32050477,Q1198
Q31293021,Q1206
Q31534055,Q5645
Q21013598,Q31927938
Q30719156,Q505972
Q1014798,Q3126
Q32026468,Q8564
Q702695,Q1198
Q702932,Q539118
Q35377369,Q980
Q31525518,Q80615
Q30665389,Q6068
Q30815182,Q507741
Q30772200,Q8557
Q1554332,Q1017
Q32753645,Q980
Q877591,Q183
Q31921409,Q1197
Q15847131,Q32042679
Q1790204,Q6098
Q32063209,Q1194
Q198791,Q3150
Q521521,Q158089
Q19280070,Q1198
Q31348921,Q569692
Q30503778,Q32194568
Q33387493,Q1206
Q14453117,Q21042
Q49284495,Q8602
Q1511048,Q7025
Q31537789,Q239815
Q31567447,Q8583
Q320098,Q32263882
Q1559753,Q10454
Q49281550,Q514509
Q31532690,Q10402
Q33407173,Q1208
Q1235211,Q10522
Q30778272,Q10412
Q30638130,Q8583
Q2064479,Q8720
Q479798,Q3006
Q541616,Q8593
Q49293270,Q562420
Q566816,Q8583
Q314836,Q1194
Q16059838,Q8579
Q1271520,Q16052
Q31300361,Q10472
Q329707,Q278590
Q1599817,Q31897765
Q30817624,Q32062863
Q31315044,Q183404
Q567832,Q8585
Q27101803,Q10489
Q11697768,Q3172
Q31534504,Q507741
Q32264322,Q1197
Q1166448,Q31944710
Q31336966,Q703029
Q32201319,Q1197
Q33510208,Q565534
Q30500828,Q1206
Q254966,Q32750933
Q32066330,Q1197
Q30730183,Q8551
Q33505873,Q2789
Q30619299,Q8579
Q1638004,Q213
Q1899863,Q10447
Q35456767,Q985
Q1271592,Q31969545
Q318941,Q183
Q1404843,Q980
Q31290309,Q572419
Q30677042,Q5946
Q673082,Q14815
Q1456524,Q10431
Q33155961,Q1197
Q33409438,Q1196
Q30671908,Q3912
Q32068343,Q20336
Q1290614,Q582023
Q26271438,Q31910788
Q669924,Q32064482
Q32752454,Q1198
Q49290514,Q572620
Q21901255,Q10451
Q3778,Q33729394
Q31880136,Q980
Q1309211,Q164458
Q489303,Q10496
Q32010848,Q980
Q644122,Q32420177
Q31308794,Q199988
Q31336393,Q621237
Q31331379,Q124789
Q30660345,Q1197
Q2596270,Q6040
Q614552,Q10541
Q33415209,Q1208
Q58476592,Q980
Q30610391,Q112559
Q30726309,Q450726
Q32693066,Q1196
Q18544790,Q2452970
Q2452970,Q3138
Q1746621,Q32721544
Q33405786,Q1196
Q31288981,Q587094
Q32184113,Q10454
Q31352582,Q1208
Q370556,Q3000
Q31292895,Q504553
Q117440,Q1199
Q1498074,Q8557
Q1633668,Q10449
Q30642673,Q241048
Q30681130,Q564396
Q30709500,Q573945
Q2596425,Q8697
Q1526900,Q32753149
Q1438227,Q10447
Q32553450,Q1200
Q1258117,Q1200
Q81665061,Q33728143
Q2248700,Q10903
Q651009,Q158095
Q31542264,Q10483
Q1713505,Q6230
Q30718375,Q554258
Q30733224,Q980
Q501893,Q32210032
Q31352833,Q10431
Q18027626,Q5913
Q477974,Q1202
Q31290689,Q31986632
Q31920656,Q514691
Q514691,Q5923
Q31918548,Q1206
Q2570479,Q1205
Q33407747,Q980
Q35401026,Q1200
Q32066067,Q985
Q32052824,Q529185
Q30671129,Q32297790
Q614447,Q10960
Q30698438,Q2760
Q31348935,Q565534
Q875126,Q40
Q33393385,Q985
Q31309344,Q7887
Q2048324,Q339255
Q21039799,Q10522
Q31943433,Q671153
Q31319460,Q504872
Q31923017,Q980
Q31326294,Q10483
Q30718362,Q32731377
Q30640300,Q671818
Q31334453,Q10424
Q31910904,Q565292
Q565292,Q8593
Q32276350,Q1206
Q2640089,Q32749861
Q47006959,Q618186
Q32176421,Q1196
Q32500722,Q980
Q31550354,Q10402
Q31999336,Q980
Q777933,Q558563
Q32198865,Q980
Q33397104,Q980
Q32005874,Q980
Q32751983,Q980
Q31288957,Q674196
Q1879618,Q3150
Q32048720,Q529234
Q32116488,Q1208
Q47011356,Q10526
Q31310702,Q14939
Q2451340,Q32064819
Q30682410,Q550835
Q31318738,Q32125052
Q33385843,Q985
Q33404487,Q985
Q30619446,Q114371
Q641426,Q8601
Q33377206,Q1196
Q30736592,Q632739
Q31880676,Q1200
Q31289457,Q7865
Q30710713,Q32047493
Q25248062,Q507836
Q817816,Q6098
Q15744915,Q12444
Q31943629,Q1208
Q565801,Q6146
Q32058575,Q1194
Q13518410,Q1973855
Q2231149,Q1196
Q32750278,Q985
Q31567086,Q660404
Q31294124,Q32055673
Q32628300,Q1194
Q560401,Q8580
Q30808845,Q31897490
Q798056,Q254649
Q1740081,Q1208
Q32128804,Q32255425
Q30815873,Q570892
Q30700960,Q382481
Q550669,Q8225
Q32055305,Q560919
Q895649,Q1198
Q31333575,Q666356
Q30810597,Q10944
Q703853,Q32750933
Q34919653,Q1194
Q30640866,Q10516
Q15836584,Q32067943
Q31361317,Q567010
Q31303649,Q556618
Q698850,Q5014
Q1387631,Q627571
Q2082244,Q31888097
Q30634180,Q5642
Q32204250,Q980
Q819754,Q3900
Q30598916,Q1197
Q49285263,Q529278
Q33384842,Q1208
Q1622857,Q2769
Q201907,Q31981606
Q31351976,Q8746
Q35377858,Q980
Q31349024,Q624842
Q30755323,Q3912
Q21404547,Q61912
Q31321918,Q518446
Q32012128,Q1199
Q33207960,Q1196
Q1425382,Q32062863
Q30665620,Q7879
Q30729711,Q80819
Q2529786,Q7036
Q31322805,Q985
Q31313712,Q32514061
Q30772923,Q5946
Q33398411,Q1202
Q30759041,Q10424
Q531391,Q1198
Q31327939,Q8583
Q2520357,Q10439
Q503981,Q5906
Q32292189,Q1197
Q1302415,Q558593
Q30504838,Q16043
Q35448442,Q1197
Q30500921,Q705785
Q704165,Q32750933
Q889189,Q12444
Q31293590,Q124789
Q30652342,Q32056575
Q550625,Q32747509
Q1333869,Q1198
Q32060326,Q695451
Q632161,Q3000
Q31975218,Q1197
Q187544,Q33728273
Q33404930,Q1198
Q31553835,Q8552
Q32016989,Q980
Q1522381,Q542606
Q30777307,Q80615
Q33359428,Q980
Q32091711,Q1208
Q983860,Q10477
Q32292234,Q1197
Q1792939,Q183052
Q32087796,Q980
Q152661,Q40
Q31292013,Q622545
Q622545,Q6142
Q568774,Q504808
Q33417825,Q980
Q31321177,Q624096
Q7916091,Q31933873
Q2096517,Q261822
Q2309777,Q2107
Q18028759,Q10952
Q631737,Q8601
Q32064140,Q32055673
Q30619953,Q7899
Q49627979,Q1194
Q238730,Q560191
Q31914480,Q980
Q893522,Q461873
Q21551401,Q503432
Q2582726,Q6136
Q32023536,Q1196
Q1124848,Q5628
Q30511325,Q10418
Q49291402,Q10429
Q114988,Q8579
Q1940360,Q57801
Q31910322,Q1197
Q564884,Q158095
Q479236,Q554323
Q559863,Q32474174
Q2381909,Q31987379
Q33393321,Q985
Q31312751,Q551940
Q154498,Q32208356
Q30720808,Q254649
Q31319428,Q1197
Q32017546,Q1196
Q32063389,Q1197
Q869873,Q1200
Q454128,Q183
Q33405727,Q1197
Q31321159,Q4062
Q30685575,Q667549
Q31338678,Q311327
Q1532322,Q8596
Q32232869,Q980
Q1607918,Q624854
Q212118,Q32016306
Q31318144,Q8602
Q32139511,Q1208
Q2475206,Q630383
Q35368359,Q1199
Q35360077,Q985
Q31340373,Q241761
Q30763846,Q8572
Q70857546,Q628528
Q2010538,Q11039
Q32096572,Q980
Q31553915,Q980
Q31566790,Q32054257
Q445282,Q32285021
Q2348354,Q504808
Q31538376,Q32751429
Q31526500,Q550781
Q33495883,Q32111268
Q30596348,Q5645
Q30659786,Q6098
Q25158543,Q6295
Q923968,Q8693
Q30652456,Q568927
Q162993,Q183
Q31330145,Q503039
Q30616650,Q538635
Q17127181,Q516517
Q31514482,Q57773
Q31300134,Q7879
Q2303181,Q1205
Q1620509,Q31877303
Q31564348,Q980
Q2130336,Q255235
Q32052619,Q175383
Q279772,Q1481
Q832836,Q32276176
Q33155101,Q1206
Q30730167,Q32751737
Q1020308,Q985
Q30722689,Q20233
Q22693278,Q8552
Q48706780,Q534593
Q31993509,Q8590
Q83126,Q32036485
Q34941262,Q1206
Q1733988,Q10938
Q1559374,Q1205
Q1449593,Q503006
Q31338325,Q8566
Q32019916,Q980
Q32282065,Q62017
Q1594135,Q8552
Q671365,Q2876
Q1987833,Q565530
Q160235,Q544833
Q49429,Q2902
Q1020704,Q6961
Q32232739,Q558671
Q31529015,Q489059
Q31312244,Q557427
Q32066516,Q1196
Q35404039,Q1209
Q800472,Q158876
Q18019211,Q551932
Q31311046,Q509580
Q30664662,Q32023505
Q32137225,Q1208
Q32264010,Q666385
Q1652209,Q32089124
Q31567431,Q8580
Q870200,Q1198
Q553729,Q10482
Q31307251,Q980
Q31953833,Q83153
Q21018,Q2937
Q32139619,Q1196
Q30615558,Q8552
Q1342341,Q31899697
Q30767037,Q562583
Q562583,Q8564
Q31999418,Q509338
Q1738257,Q6992
Q33400205,Q1199
Q33400626,Q1197
Q31290388,Q10530
Q30765713,Q32290691
Q33322589,Q1196
Q446470,Q31975594
Q2289160,Q32747968
Q31311514,Q8601
Q30650618,Q32227478
Q1626493,Q182857
Q146733,Q630325
Q30708706,Q241450
Q1201760,Q432982
Q32751975,Q1199
Q20574,Q20744
Q2519913,Q10533
Q32270020,Q8191
Q30737554,Q266250
Q552,Q213
Q162696,Q544833
Q33401271,Q1197
Q688045,Q530185
Q30722165,Q4077
Q31310974,Q521524
Q1722691,Q559816
Q9177431,Q1208
Q33379733,Q1206
Q32213446,Q1206
Q30510430,Q32399288
Q696374,Q2970
Q894218,Q31914667
Q400520,Q570266
Q1540043,Q301932
Q25158379,Q32066269
Q30771408,Q71009
Q31352789,Q10946
Q33127037,Q1196
Q1799846,Q10449
Q49282854,Q81128
Q55498123,Q2871
Q60375590,Q503006
Q31553931,Q1197
Q32500738,Q980
Q21994470,Q703029
Q760484,Q10557
Q30664399,Q8557
Q31318596,Q573945
Q31909042,Q980
Q1394156,Q621483
Q1343319,Q253940
Q31298743,Q1200
Q32014656,Q1202
Q584978,Q10530
Q30631719,Q627544
Q684647,Q32210054
Q21876634,Q42880
Q49290684,Q645116
Q645116,Q8601
Q33351157,Q1206
Q31310687,Q32210376
Q60168034,Q1208
Q831429,Q10402
Q31299137,Q8557
Q33381542,Q1200
Q997701,Q526462
Q49292083,Q503195
Q18005267,Q32051501
Q1234818,Q453
Q31332892,Q665005
Q30667941,Q589490
Q2268496,Q1196
Q31297225,Q8574
Q31533253,Q10423
Q32060351,Q1202
Q35360507,Q1200
Q1379780,Q2359472
Q2548436,Q10445
Q565749,Q8585
Q31345766,Q980
Q32252246,Q1208
Q33385509,Q980
Q2136232,Q1196
Q651909,Q32026014
Q31356879,Q8583
Q31297974,Q32748943
Q31300075,Q242195
Q32566194,Q1202
Q511363,Q10480
Q570161,Q57951
Q9392546,Q8221
Q22693626,Q504499
Q21269430,Q557640
Q30694540,Q249066
Q31285270,Q32749469
Q31316245,Q32236705
Q31977644,Q31977651
Q31516970,Q8552
Q30618274,Q7861
Q31310941,Q241235
Q659060,Q279230
Q30720750,Q634208
Q1980762,Q581994
Q30763148,Q427672
Q30779226,Q32701630
Q1666332,Q1199
Q723633,Q32749678
Q32048902,Q635001
Q31305071,Q1200
Q954082,Q1197
Q1298266,Q31888097
Q33512497,Q20216
Q32752582,Q1200
Q49292472,Q563222
Q677917,Q4071168
Q1637134,Q10419
Q31285255,Q32221211
Q1797285,Q32289371
Q31515247,Q10402
Q30623104,Q10402
Q30616936,Q985
Q31294813,Q697577
Q2235062,Q31897099
Q473054,Q3150
Q32251902,Q10449
Q30503981,Q8551
Q686569,Q1194
Q31317553,Q11058
Q31998468,Q287204
Q17115,Q31950326
Q31950326,Q6330
Q30752408,Q32057569
Q1297181,Q542849
Q31925757,Q32293144
Q30761325,Q8590
Q31514665,Q10919
Q876971,Q1198
Q908125,Q649782
Q32745633,Q1197
Q58461227,Q638909
Q30728240,Q257859
Q31336463,Q643951
Q550659,Q32543018
Q32543018,Q8225
Q31559871,Q641482
Q323571,Q183
Q31325011,Q535689
Q33399638,Q980
Q30667685,Q8574
Q31329998,Q10944
Q30724695,Q32137563
Q1568881,Q538110
Q1965977,Q583171
Q31298671,Q156768
Q32302701,Q985
Q702774,Q32750933
Q75699298,Q559913
Q49340918,Q1194
Q1299684,Q8575
Q266998,Q1198
Q829253,Q11145
Q30773905,Q11119
Q64026254,Q32276342
Q75699752,Q559913
Q1529026,Q4048
Q32752057,Q1200
Q449256,Q32233936
Q31515230,Q10523
Q564370,Q32031490
Q32031490,Q6081
Q30684411,Q6219
Q2526345,Q32132804
Q1748112,Q14916
Q29650195,Q10451
Q30720586,Q32092337
Q49628719,Q1194
Q32011412,Q1208
Q32012875,Q1196
Q31524573,Q10472
Q2104468,Q32072251
Q1888959,Q7014
Q824946,Q1199
Q49285253,Q631737
Q33442427,Q32518619
Q32060008,Q1197
Q31319244,Q3912
Q30621048,Q8575
Q850169,Q32752140
Q31550772,Q10405
Q32049713,Q980
Q882165,Q10526
Q31305803,Q553409
Q32178242,Q561023
Q30511017,Q7899
Q31544311,Q32753336
Q31525161,Q257823
Q20165884,Q31606
Q33458464,Q57921
Q12055,Q31987228
Q31361483,Q7865
Q1622190,Q565534
Q30803573,Q8583
Q1478875,Q517653
Q1545475,Q57876
Q311849,Q32265531
Q30714668,Q551205
Q279826,Q1197
Q31293407,Q706938
Q30770721,Q504648
Q31309908,Q269447
Q1807134,Q985
Q2416579,Q32092337
Q31529913,Q985
Q30505258,Q32514061
Q32063866,Q980
Q49293010,Q550730
Q30794719,Q8583
Q620752,Q243554
Q1624141,Q31897273
Q31305432,Q2865
Q30613023,Q557651
Q49630204,Q1194
Q722172,Q515958
Q30797749,Q4175
Q31877622,Q437503
Q32203295,Q644132
Q2497472,Q10454
Q32092720,Q14817
Q1685375,Q7887
Q35492258,Q980
Q1793264,Q274288
Q1826157,Q1729
Q32046097,Q980
Q317768,Q509557
Q32209360,Q1194
Q17646333,Q127744
Q1713975,Q8572
Q829330,Q985
Q30671076,Q552477
Q805887,Q80725
Q896626,Q1198
Q640197,Q2909
Q30699266,Q3126
Q153135,Q980
Q31976351,Q1200
Q445400,Q980
Q30502498,Q569692
Q2216043,Q14835
Q32052756,Q1200
Q798140,Q8596
Q31297796,Q4108
Q2583551,Q10466
Q30705277,Q16060
Q1660055,Q10976
Q31304390,Q1774519
Q49283048,Q569502
Q2340535,Q10530
Q49291264,Q57846
Q33350828,Q985
Q31325127,Q638271
Q30654949,Q564389
Q30786766,Q32750763
Q32420737,Q1208
Q33417007,Q1206
Q22692643,Q985
Q30724217,Q632282
Q32236719,Q985
Q1776245,Q504787
Q31295577,Q519729
Q31296269,Q32595478
Q35292352,Q1197
Q866191,Q1194
Q1750755,Q32042679
Q15989,Q32751803
Q33129768,Q1208
Q46885,Q46849
Q82430,Q31916512
Q31294479,Q1196
Q31943592,Q45888
Q31528933,Q57953
Q32079405,Q8601
Q31995131,Q552012
Q698698,Q6068
Q826805,Q32021675
Q1979155,Q585197
Q2404999,Q10935
Q32055052,Q1196
Q30759298,Q1206
Q258835,Q10414
Q30798583,Q8596
Q30503103,Q32753806
Q30666388,Q8205
Q30818610,Q241761
Q1328400,Q504370
Q157728,Q183
Q2290571,Q3902
Q1340787,Q32001070
Q1017751,Q53908
Q1372011,Q10420
Q705746,Q8174
Q2582523,Q31914667
Q32511863,Q32699701
Q32021735,Q1196
Q28464628,Q1197
Q531335,Q6053
Q30620579,Q5897
Q15109385,Q10449
Q30500435,Q312658
Q32280425,Q667633
Q32751755,Q980
Q18286505,Q32031686
Q30619611,Q1197
Q30804776,Q694605
Q32063920,Q1196
Q2586671,Q10557
Q31297359,Q507639
Q30647253,Q5632
Q32226706,Q1208
Q33409081,Q1196
Q30605590,Q93233
Q30504596,Q622569
Q27894901,Q255106
Q30744876,Q506123
Q32205922,Q32051501
Q632607,Q31943230
Q32012163,Q183
Q32000843,Q1197
Q32003370,Q980
Q32749221,Q183
Q30633894,Q506103
Q30713764,Q11119
Q30732962,Q242098
Q35454042,Q985
Q87413285,Q490066
Q30683103,Q2999
Q33379217,Q985
Q30687875,Q536407
Q32531059,Q1196
Q535551,Q32063180
Q1367005,Q3890
Q314516,Q559432
Q32512815,Q1208
Q1751474,Q17122
Q31544199,Q631166
Q30697712,Q581947
Q50376992,Q612992
Q30735562,Q10420
Q32030156,Q1199
Q9378629,Q8208
Q31914357,Q980
Q30615323,Q8552
Q31926095,Q640466
Q9378622,Q8206
Q34853159,Q1202
Q25171643,Q570101
Q628932,Q459685
Q459685,Q7861
Q35448043,Q572701
Q74823079,Q529310
Q32512756,Q1208
Q1570872,Q64
Q1918058,Q504754
Q30710012,Q8606
Q33490498,Q93295
Q1691695,Q503884
Q30651379,Q241450
Q32252371,Q980
Q1590924,Q7884
Q32011511,Q1205
Q31514749,Q10522
Q989507,Q57908
Q528029,Q32062335
Q31353860,Q274288
Q15062119,Q553785
Q1531247,Q564579
Q32250968,Q980
Q638122,Q2970
Q1625527,Q10952
Q169740,Q2765
Q701516,Q985
Q14290930,Q2758
Q20051137,Q81753
Q32062253,Q1196
Q858101,Q1208
Q31289283,Q32031490
Q30633049,Q7883
Q71068,Q33728557
Q473796,Q2970
Q32565219,Q1196
Q813540,Q3902
Q30742595,Q164086
Q1671010,Q662244
Q810915,Q636117
Q534481,Q607614
Q33155572,Q183
Q1551632,Q504648
Q30667388,Q634132
Q32663662,Q1208
Q884127,Q32063123
Q31323228,Q531908
Q559166,Q2941
Q2519868,Q10429
Q1410523,Q427360
Q118460,Q32057882
Q30659102,Q8517
Q30667725,Q32062217
Q30700582,Q32752650
Q31321429,Q526480
Q1686657,Q11047
Q32029911,Q1206
Q31328959,Q546627
Q688216,Q32546738
Q30665220,Q10491
Q704106,Q492374
Q1979396,Q558638
Q33224388,Q701011
Q1482604,Q32067969
Q2520189,Q10518
Q33352355,Q985
Q30681462,Q5642
Q32451141,Q1197
Q30650200,Q31915999
Q1301971,Q11047
Q31911537,Q696329
Q30776798,Q183374
Q31297217,Q598058
Q33372803,Q980
Q1696315,Q10453
Q32251246,Q1198
Q671408,Q1528282
Q49284135,Q81277
Q81277,Q8533
Q21039477,Q520054
Q1246423,Q1196
Q15055897,Q10449
Q30724571,Q1104
Q31308949,Q8702
Q30714628,Q635365
Q1615825,Q39797
Q33385197,Q1197
Q635517,Q8590
Q32000365,Q1196
Q31545138,Q57908
Q31307180,Q552477
Q1463419,Q1205
Q80461,Q31949092
Q659935,Q8579
Q1958317,Q213
Q33403611,Q1197
Q32750252,Q1194
Q1411025,Q544439
Q30768441,Q980
Q160207,Q93258
Q32057087,Q5919
Q31351472,Q7883
Q35392067,Q1200
Q31555114,Q10402
Q1609801,Q11040
Q21039866,Q8575
Q32283542,Q980
Q964633,Q10471
Q30735090,Q570286
Q30808593,Q370074
Q30505653,Q186557
Q317036,Q980
Q1270035,Q624428
Q31975690,Q1196
Q31331764,Q158106
Q32018696,Q1201
Q280857,Q32741748
Q30724899,Q31987624
Q31999300,Q1196
Q9254932,Q5973
Q81712,Q32290728
Q32290728,Q8528
Q30696752,Q579011
Q33379330,Q1202
Q33376573,Q1198
Q896673,Q437283
Q870142,Q1198
Q187501,Q175771
Q895907,Q57714
Q9378524,Q8525
Q30709987,Q494537
Q31320640,Q31875852
Q832371,Q202498
Q49292791,Q8557
Q2560127,Q32565661
Q33406278,Q980
Q33356992,Q985
Q31914567,Q10530
Q1937542,Q32753806
Q32067850,Q8562
Q1281918,Q520075
Q1788544,Q10421
Q32063899,Q980
Q30628470,Q516599
Q31520118,Q1197
Q23560140,Q8575
Q31516709,Q31898238
Q31315913,Q638318
Q31321402,Q10454
Q21039802,Q10522
Q6154458,Q93229
Q30757487,Q242149
Q31295711,Q10414
Q9261545,Q10465
Q30679732,Q269447
Q35377734,Q1199
